,PLAYER_ID,full_name,SEASON_ID,SEASON_EXP,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,POSITION,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,PF,PTS,is_active
13075,1629640,Keldon Johnson,2020-21,2,1610612759,SAS,21.0,Forward-Guard,69,67.0,1968.0,338,705,60.0,181.0,145,196,93.0,319.0,121,40.0,24.0,78.0,142,881,True
13076,1629640,Keldon Johnson,2021-22,2,1610612759,SAS,22.0,Forward-Guard,75,74.0,2392.0,471,1011,159.0,399.0,177,234,80.0,377.0,158,58.0,14.0,92.0,148,1278,True
13135,77142,Magic Johnson,1995-96,13,1610612747,LAL,36.0,Forward-Guard,32,9.0,958.0,137,294,22.0,58.0,172,201,40.0,143.0,220,26.0,13.0,103.0,48,468,False
13200,1626169,Stanley Johnson,2015-16,6,1610612765,DET,20.0,Forward-Guard,73,6.0,1687.0,225,600,63.0,205.0,80,102,58.0,248.0,118,55.0,12.0,114.0,178,593,True
13201,1626169,Stanley Johnson,2016-17,6,1610612765,DET,21.0,Forward-Guard,77,1.0,1371.0,129,365,45.0,154.0,36,53,36.0,153.0,105,56.0,24.0,71.0,121,339,True
13202,1626169,Stanley Johnson,2017-18,6,1610612765,DET,22.0,Forward-Guard,69,50.0,1894.0,210,560,67.0,234.0,112,145,33.0,219.0,112,95.0,14.0,77.0,169,599,True
13203,1626169,Stanley Johnson,2018-19,6,1610612765,DET,23.0,Forward-Guard,48,7.0,961.0,133,349,51.0,181.0,41,51,25.0,150.0,60,48.0,13.0,55.0,92,358,True
13204,1626169,Stanley Johnson,2018-19,6,1610612740,NOP,23.0,Forward-Guard,18,0.0,247.0,38,91,11.0,34.0,9,13,9.0,33.0,28,12.0,1.0,26.0,22,96,True
13205,1626169,Stanley Johnson,2018-19,6,0,TOT,23.0,Forward-Guard,66,7.0,1207.0,171,440,62.0,215.0,50,64,34.0,183.0,88,60.0,14.0,81.0,114,454,True
13206,1626169,Stanley Johnson,2019-20,6,1610612761,TOR,24.0,Forward-Guard,25,0.0,150.0,22,59,7.0,24.0,9,16,7.0,30.0,20,6.0,4.0,15.0,16,60,True
13207,1626169,Stanley Johnson,2020-21,6,1610612761,TOR,25.0,Forward-Guard,61,13.0,1006.0,89,233,45.0,137.0,44,55,29.0,124.0,89,52.0,18.0,54.0,116,267,True
13208,1626169,Stanley Johnson,2021-22,6,1610612747,LAL,26.0,Forward-Guard,48,27.0,1094.0,117,251,33.0,105.0,53,74,34.0,121.0,80,43.0,14.0,35.0,109,320,True
13258,202325,Wesley Johnson,2010-11,10,1610612750,MIN,23.0,Forward-Guard,79,63.0,2069.0,271,682,103.0,289.0,64,92,51.0,189.0,148,58.0,54.0,95.0,163,709,False
13259,202325,Wesley Johnson,2011-12,10,1610612750,MIN,24.0,Forward-Guard,65,64.0,1469.0,158,397,53.0,169.0,24,34,24.0,153.0,59,35.0,48.0,60.0,115,393,False
13260,202325,Wesley Johnson,2012-13,10,1610612756,PHX,25.0,Forward-Guard,50,21.0,953.0,161,396,50.0,155.0,27,35,21.0,102.0,34,22.0,18.0,48.0,56,399,False
13261,202325,Wesley Johnson,2013-14,10,1610612747,LAL,26.0,Forward-Guard,79,62.0,2240.0,277,651,100.0,271.0,61,77,70.0,278.0,124,86.0,77.0,90.0,207,715,False
13262,202325,Wesley Johnson,2014-15,10,1610612747,LAL,27.0,Forward-Guard,76,59.0,2245.0,286,691,91.0,259.0,90,112,67.0,252.0,124,59.0,45.0,87.0,162,753,False
13263,202325,Wesley Johnson,2015-16,10,1610612746,LAC,28.0,Forward-Guard,80,9.0,1666.0,208,515,103.0,309.0,30,46,37.0,211.0,49,89.0,56.0,54.0,173,549,False
13264,202325,Wesley Johnson,2016-17,10,1610612746,LAC,29.0,Forward-Guard,68,3.0,810.0,73,200,29.0,118.0,11,17,26.0,155.0,23,29.0,30.0,18.0,83,186,False
13265,202325,Wesley Johnson,2017-18,10,1610612746,LAC,30.0,Forward-Guard,74,40.0,1486.0,150,368,60.0,177.0,43,58,29.0,187.0,61,76.0,62.0,55.0,146,403,False
13266,202325,Wesley Johnson,2018-19,10,1610612740,NOP,31.0,Forward-Guard,26,13.0,377.0,35,88,19.0,50.0,6,9,10.0,44.0,16,12.0,7.0,12.0,45,95,False
13267,202325,Wesley Johnson,2018-19,10,1610612764,WAS,31.0,Forward-Guard,12,0.0,157.0,10,40,6.0,26.0,7,10,2.0,16.0,7,2.0,5.0,6.0,18,33,False
13268,202325,Wesley Johnson,2018-19,10,0,TOT,31.0,Forward-Guard,38,13.0,534.0,45,128,25.0,76.0,13,19,12.0,60.0,23,14.0,12.0,18.0,63,128,False
14097,1628994,George King,2018-19,1,1610612756,PHX,25.0,Forward-Guard,1,0.0,6.0,0,0,0.0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0,0,True
14098,1628994,George King,2021-22,1,1610612742,DAL,28.0,Forward-Guard,4,0.0,19.0,0,5,0.0,4.0,1,2,0.0,5.0,0,0.0,0.0,1.0,4,1,True
15255,1629642,Nassir Little,2019-20,2,1610612757,POR,20.0,Forward-Guard,48,5.0,572.0,65,151,14.0,59.0,28,44,31.0,77.0,22,13.0,14.0,15.0,72,172,True
15256,1629642,Nassir Little,2020-21,2,1610612757,POR,21.0,Forward-Guard,48,2.0,640.0,78,167,28.0,80.0,36,45,32.0,96.0,23,5.0,13.0,18.0,51,220,True
15257,1629642,Nassir Little,2021-22,2,1610612757,POR,22.0,Forward-Guard,42,23.0,1088.0,145,315,51.0,154.0,69,94,58.0,178.0,54,25.0,36.0,40.0,82,410,True
18658,1838,Tyrone Nesby,1998-99,4,1610612746,LAC,23.0,Forward-Guard,50,36.0,1288.0,182,405,35.0,96.0,104,133,57.0,118.0,82,77.0,20.0,53.0,143,503,False
18659,1838,Tyrone Nesby,1999-00,4,1610612746,LAC,24.0,Forward-Guard,73,39.0,2317.0,364,915,94.0,281.0,151,191,82.0,193.0,121,75.0,31.0,102.0,205,973,False
18660,1838,Tyrone Nesby,2000-01,4,1610612746,LAC,25.0,Forward-Guard,14,12.0,332.0,40,123,10.0,46.0,18,23,16.0,26.0,11,10.0,4.0,10.0,28,108,False
18661,1838,Tyrone Nesby,2000-01,4,1610612764,WAS,25.0,Forward-Guard,48,22.0,1224.0,149,407,39.0,134.0,67,83,35.0,96.0,65,41.0,16.0,55.0,127,404,False
18662,1838,Tyrone Nesby,2000-01,4,0,TOT,25.0,Forward-Guard,62,34.0,1556.0,189,530,49.0,180.0,85,106,51.0,122.0,76,51.0,20.0,65.0,155,512,False
18663,1838,Tyrone Nesby,2001-02,4,1610612764,WAS,26.0,Forward-Guard,70,9.0,1499.0,183,421,13.0,47.0,64,93,105.0,213.0,91,61.0,22.0,49.0,164,443,False
18862,200786,David Noel,2006-07,2,1610612749,MIL,23.0,Forward-Guard,68,0.0,792.0,65,177,17.0,53.0,37,43,42.0,81.0,65,25.0,9.0,40.0,77,184,False
19239,1629059,Elie Okobo,2018-19,3,1610612756,PHX,21.0,Forward-Guard,53,16.0,958.0,114,290,39.0,132.0,37,47,12.0,86.0,127,32.0,7.0,69.0,109,304,False
19240,1629059,Elie Okobo,2019-20,3,1610612756,PHX,22.0,Forward-Guard,55,3.0,719.0,72,181,25.0,71.0,50,71,16.0,74.0,115,24.0,4.0,38.0,54,219,False
19247,1630171,Isaac Okoro,2020-21,1,1610612739,CLE,20.0,Forward-Guard,67,67.0,2173.0,235,559,62.0,214.0,114,157,68.0,138.0,128,62.0,24.0,86.0,185,646,True
19248,1630171,Isaac Okoro,2021-22,1,1610612739,CLE,21.0,Forward-Guard,67,61.0,1981.0,207,431,55.0,157.0,119,155,72.0,129.0,121,56.0,22.0,58.0,164,588,True
19249,1629644,KZ Okpala,2019-20,2,1610612748,MIA,21.0,Forward-Guard,5,0.0,26.0,3,5,0.0,1.0,1,2,1.0,4.0,1,2.0,1.0,1.0,2,7,True
19250,1629644,KZ Okpala,2020-21,2,1610612748,MIA,22.0,Forward-Guard,37,9.0,447.0,36,96,12.0,50.0,8,15,21.0,47.0,19,10.0,11.0,15.0,59,92,True
19251,1629644,KZ Okpala,2021-22,2,1610612748,MIA,23.0,Forward-Guard,21,0.0,244.0,30,69,9.0,26.0,8,11,11.0,30.0,14,4.0,7.0,5.0,25,77,True
19448,1626162,Kelly Oubre Jr.,2015-16,6,1610612764,WAS,20.0,Forward-Guard,63,9.0,671.0,90,211,25.0,79.0,31,49,25.0,108.0,13,22.0,7.0,34.0,100,236,True
19449,1626162,Kelly Oubre Jr.,2016-17,6,1610612764,WAS,21.0,Forward-Guard,79,5.0,1605.0,186,442,54.0,188.0,75,99,61.0,200.0,47,58.0,17.0,50.0,195,501,True
19450,1626162,Kelly Oubre Jr.,2017-18,6,1610612764,WAS,22.0,Forward-Guard,81,11.0,2231.0,318,790,126.0,369.0,191,233,59.0,304.0,98,80.0,35.0,90.0,234,953,True
19451,1626162,Kelly Oubre Jr.,2018-19,6,1610612764,WAS,23.0,Forward-Guard,29,7.0,755.0,132,305,41.0,132.0,68,85,24.0,105.0,20,27.0,20.0,30.0,71,373,True
19452,1626162,Kelly Oubre Jr.,2018-19,6,1610612756,PHX,23.0,Forward-Guard,40,12.0,1180.0,243,537,67.0,206.0,121,159,47.0,149.0,64,57.0,39.0,73.0,110,674,True
19453,1626162,Kelly Oubre Jr.,2018-19,6,0,TOT,23.0,Forward-Guard,69,19.0,1935.0,375,842,108.0,338.0,189,244,71.0,254.0,84,84.0,59.0,103.0,181,1047,True
19454,1626162,Kelly Oubre Jr.,2019-20,6,1610612756,PHX,24.0,Forward-Guard,56,55.0,1933.0,373,826,108.0,307.0,192,246,67.0,294.0,85,71.0,40.0,83.0,192,1046,True
19455,1626162,Kelly Oubre Jr.,2020-21,6,1610612744,GSW,25.0,Forward-Guard,55,50.0,1688.0,318,724,90.0,285.0,123,177,82.0,247.0,73,57.0,42.0,70.0,121,849,True
19456,1626162,Kelly Oubre Jr.,2021-22,6,1610612766,CHA,26.0,Forward-Guard,76,13.0,1999.0,410,932,191.0,553.0,126,189,79.0,223.0,84,77.0,31.0,67.0,189,1137,True
19510,182,Billy Owens,1992-93,11,1610612744,GOS,24.0,Forward-Guard,37,37.0,1201.0,247,493,1.0,11.0,117,183,108.0,156.0,144,35.0,28.0,106.0,105,612,False
19511,182,Billy Owens,1993-94,11,1610612744,GOS,25.0,Forward-Guard,79,72.0,2738.0,492,971,3.0,15.0,199,326,230.0,410.0,326,83.0,60.0,214.0,269,1186,False
19512,182,Billy Owens,1994-95,11,1610612748,MIA,26.0,Forward-Guard,70,60.0,2296.0,403,820,2.0,22.0,194,313,203.0,299.0,246,80.0,30.0,204.0,205,1002,False
19513,182,Billy Owens,1995-96,11,1610612748,MIA,27.0,Forward-Guard,40,40.0,1388.0,239,473,0.0,6.0,112,177,94.0,192.0,134,30.0,22.0,113.0,132,590,False
19514,182,Billy Owens,1995-96,11,1610612758,SAC,27.0,Forward-Guard,22,11.0,594.0,84,200,5.0,12.0,45,70,49.0,76.0,70,19.0,16.0,51.0,60,218,False
19515,182,Billy Owens,1995-96,11,0,TOT,27.0,Forward-Guard,62,51.0,1982.0,323,673,5.0,18.0,157,247,143.0,268.0,204,49.0,38.0,164.0,192,808,False
19516,182,Billy Owens,1996-97,11,1610612758,SAC,28.0,Forward-Guard,66,56.0,1991.0,299,640,25.0,72.0,101,145,134.0,258.0,187,62.0,25.0,133.0,187,724,False
19517,182,Billy Owens,1997-98,11,1610612758,SAC,29.0,Forward-Guard,78,78.0,2348.0,338,728,26.0,70.0,116,197,170.0,412.0,219,93.0,38.0,153.0,231,818,False
19518,182,Billy Owens,1998-99,11,1610612760,SEA,30.0,Forward-Guard,21,19.0,451.0,65,165,5.0,11.0,28,35,35.0,45.0,38,12.0,4.0,33.0,37,163,False
19519,182,Billy Owens,1999-00,11,1610612755,PHI,31.0,Forward-Guard,46,7.0,919.0,112,258,9.0,27.0,38,64,63.0,129.0,59,26.0,16.0,61.0,119,271,False
19520,182,Billy Owens,1999-00,11,1610612744,GSW,31.0,Forward-Guard,16,4.0,386.0,38,100,2.0,7.0,25,42,36.0,73.0,38,7.0,5.0,24.0,47,103,False
19521,182,Billy Owens,1999-00,11,0,TOT,31.0,Forward-Guard,62,11.0,1305.0,150,358,11.0,34.0,63,106,99.0,202.0,97,33.0,21.0,85.0,166,374,False
19522,182,Billy Owens,2000-01,11,1610612765,DET,32.0,Forward-Guard,45,14.0,796.0,88,230,3.0,20.0,19,40,84.0,121.0,55,32.0,12.0,39.0,93,198,False
19532,202082,Larry Owens,2010-11,2,1610612759,SAS,28.0,Forward-Guard,7,0.0,31.0,3,6,1.0,3.0,2,4,0.0,4.0,1,2.0,0.0,0.0,4,9,False
19533,202082,Larry Owens,2010-11,2,1610612764,WAS,28.0,Forward-Guard,5,0.0,112.0,12,26,5.0,10.0,2,5,1.0,10.0,7,7.0,5.0,5.0,14,31,False
19534,202082,Larry Owens,2010-11,2,0,TOT,28.0,Forward-Guard,12,0.0,143.0,15,32,6.0,13.0,4,9,1.0,14.0,8,9.0,5.0,5.0,18,40,False
19535,202082,Larry Owens,2011-12,2,1610612751,NJN,29.0,Forward-Guard,7,0.0,75.0,4,11,2.0,5.0,3,4,2.0,11.0,4,0.0,1.0,2.0,10,13,False
20351,937,Scottie Pippen,1992-93,18,1610612741,CHI,27.0,Forward-Guard,81,81.0,3123.0,628,1327,22.0,93.0,232,350,203.0,418.0,507,173.0,73.0,246.0,219,1510,False
20352,937,Scottie Pippen,1993-94,18,1610612741,CHI,28.0,Forward-Guard,72,72.0,2759.0,627,1278,63.0,197.0,270,409,173.0,456.0,403,211.0,58.0,232.0,227,1587,False
20353,937,Scottie Pippen,1994-95,18,1610612741,CHI,29.0,Forward-Guard,79,79.0,3014.0,634,1320,109.0,316.0,315,440,175.0,464.0,409,232.0,89.0,271.0,238,1692,False
20354,937,Scottie Pippen,1995-96,18,1610612741,CHI,30.0,Forward-Guard,77,77.0,2825.0,563,1216,150.0,401.0,220,324,152.0,344.0,452,133.0,57.0,207.0,198,1496,False
20355,937,Scottie Pippen,1996-97,18,1610612741,CHI,31.0,Forward-Guard,82,82.0,3094.0,648,1366,156.0,424.0,204,291,160.0,371.0,467,154.0,45.0,214.0,213,1656,False
20356,937,Scottie Pippen,1997-98,18,1610612741,CHI,32.0,Forward-Guard,44,44.0,1652.0,315,704,61.0,192.0,150,193,53.0,174.0,254,79.0,43.0,109.0,116,841,False
20357,937,Scottie Pippen,1998-99,18,1610612745,HOU,33.0,Forward-Guard,50,50.0,2011.0,261,604,72.0,212.0,132,183,63.0,260.0,293,98.0,37.0,159.0,118,726,False
20358,937,Scottie Pippen,1999-00,18,1610612757,POR,34.0,Forward-Guard,82,82.0,2749.0,388,860,86.0,263.0,160,223,114.0,399.0,406,117.0,41.0,208.0,208,1022,False
20359,937,Scottie Pippen,2000-01,18,1610612757,POR,35.0,Forward-Guard,64,60.0,2133.0,269,596,64.0,186.0,119,161,70.0,263.0,294,94.0,35.0,154.0,158,721,False
20360,937,Scottie Pippen,2001-02,18,1610612757,POR,36.0,Forward-Guard,62,60.0,1996.0,246,599,54.0,177.0,113,146,77.0,244.0,363,101.0,35.0,171.0,162,659,False
20361,937,Scottie Pippen,2002-03,18,1610612757,POR,37.0,Forward-Guard,64,58.0,1911.0,265,597,38.0,133.0,121,148,57.0,221.0,285,105.0,25.0,164.0,149,689,False
20362,937,Scottie Pippen,2003-04,18,1610612741,CHI,38.0,Forward-Guard,23,6.0,412.0,53,140,13.0,48.0,17,27,20.0,48.0,50,21.0,9.0,29.0,38,136,False
21088,1629629,Cam Reddish,2019-20,2,1610612737,ATL,20.0,Forward-Guard,58,34.0,1551.0,213,554,83.0,250.0,101,126,35.0,181.0,87,62.0,28.0,96.0,132,610,True
21089,1629629,Cam Reddish,2020-21,2,1610612737,ATL,21.0,Forward-Guard,26,21.0,750.0,96,263,33.0,126.0,67,82,22.0,82.0,35,33.0,9.0,34.0,68,292,True
21090,1629629,Cam Reddish,2021-22,2,1610612737,ATL,22.0,Forward-Guard,34,7.0,797.0,138,343,58.0,153.0,72,80,20.0,64.0,38,35.0,11.0,44.0,45,406,True
21091,1629629,Cam Reddish,2021-22,2,1610612752,NYK,22.0,Forward-Guard,15,0.0,216.0,27,65,8.0,31.0,29,32,5.0,16.0,10,12.0,4.0,13.0,15,91,True
21092,1629629,Cam Reddish,2021-22,2,0,TOT,22.0,Forward-Guard,49,7.0,1012.0,165,408,66.0,184.0,101,112,25.0,80.0,48,47.0,15.0,57.0,60,497,True
21274,779,Glen Rice,1992-93,15,1610612748,MIA,26.0,Forward-Guard,82,82.0,3082.0,582,1324,148.0,386.0,242,295,92.0,332.0,180,92.0,25.0,157.0,201,1554,False
21275,779,Glen Rice,1993-94,15,1610612748,MIA,27.0,Forward-Guard,81,81.0,2999.0,663,1421,132.0,346.0,250,284,76.0,358.0,184,110.0,32.0,130.0,186,1708,False
21276,779,Glen Rice,1994-95,15,1610612748,MIA,28.0,Forward-Guard,82,82.0,3014.0,667,1403,185.0,451.0,312,365,99.0,279.0,192,112.0,14.0,153.0,203,1831,False
21277,779,Glen Rice,1995-96,15,1610612766,CHH,29.0,Forward-Guard,79,79.0,3142.0,610,1296,171.0,403.0,319,381,86.0,292.0,232,91.0,19.0,163.0,217,1710,False
21278,779,Glen Rice,1996-97,15,1610612766,CHH,30.0,Forward-Guard,79,78.0,3359.0,722,1513,207.0,440.0,464,535,67.0,251.0,160,72.0,26.0,177.0,190,2115,False
21279,779,Glen Rice,1997-98,15,1610612766,CHH,31.0,Forward-Guard,82,82.0,3295.0,634,1386,130.0,300.0,428,504,89.0,264.0,182,77.0,22.0,182.0,200,1826,False
21280,779,Glen Rice,1998-99,15,1610612747,LAL,32.0,Forward-Guard,27,25.0,985.0,171,396,53.0,135.0,77,90,9.0,90.0,71,17.0,6.0,45.0,67,472,False
21281,779,Glen Rice,1999-00,15,1610612747,LAL,33.0,Forward-Guard,80,80.0,2530.0,421,980,84.0,229.0,346,396,56.0,271.0,176,47.0,12.0,114.0,179,1272,False
21282,779,Glen Rice,2000-01,15,1610612752,NYK,34.0,Forward-Guard,75,25.0,2212.0,331,752,82.0,211.0,155,182,61.0,246.0,89,41.0,13.0,96.0,179,899,False
21283,779,Glen Rice,2001-02,15,1610612745,HOU,35.0,Forward-Guard,20,20.0,607.0,65,167,18.0,64.0,24,30,5.0,42.0,31,12.0,3.0,24.0,34,172,False
21284,779,Glen Rice,2002-03,15,1610612745,HOU,36.0,Forward-Guard,62,26.0,1534.0,196,457,101.0,254.0,63,83,28.0,126.0,65,23.0,5.0,55.0,99,556,False
21285,779,Glen Rice,2003-04,15,1610612746,LAC,37.0,Forward-Guard,18,0.0,261.0,22,76,5.0,28.0,17,17,9.0,32.0,24,6.0,0.0,13.0,22,66,False
22065,2624,Quinton Ross,2004-05,7,1610612746,LAC,24.0,Forward-Guard,78,19.0,1654.0,161,373,1.0,4.0,74,110,59.0,151.0,109,51.0,22.0,54.0,165,397,False
22066,2624,Quinton Ross,2005-06,7,1610612746,LAC,25.0,Forward-Guard,67,45.0,1515.0,130,308,0.0,7.0,57,75,38.0,132.0,79,51.0,16.0,47.0,155,317,False
22067,2624,Quinton Ross,2006-07,7,1610612746,LAC,26.0,Forward-Guard,81,43.0,1700.0,177,379,2.0,10.0,68,87,60.0,130.0,86,70.0,32.0,33.0,179,424,False
22068,2624,Quinton Ross,2007-08,7,1610612746,LAC,27.0,Forward-Guard,76,44.0,1505.0,131,335,9.0,21.0,40,60,54.0,118.0,88,43.0,33.0,29.0,132,311,False
22069,2624,Quinton Ross,2008-09,7,1610612763,MEM,28.0,Forward-Guard,68,7.0,1164.0,99,259,33.0,88.0,34,42,29.0,97.0,47,32.0,14.0,36.0,114,265,False
22070,2624,Quinton Ross,2009-10,7,1610612742,DAL,29.0,Forward-Guard,27,7.0,301.0,23,56,3.0,13.0,5,8,11.0,16.0,7,7.0,4.0,3.0,34,54,False
22071,2624,Quinton Ross,2009-10,7,1610612764,WAS,29.0,Forward-Guard,25,0.0,261.0,17,55,1.0,8.0,3,6,6.0,16.0,5,6.0,2.0,8.0,35,38,False
22072,2624,Quinton Ross,2009-10,7,0,TOT,29.0,Forward-Guard,52,7.0,562.0,40,111,4.0,21.0,8,14,17.0,32.0,12,13.0,6.0,11.0,69,92,False
22073,2624,Quinton Ross,2010-11,7,1610612751,NJN,30.0,Forward-Guard,36,4.0,353.0,26,59,0.0,3.0,5,14,10.0,20.0,10,3.0,6.0,7.0,40,57,False
22813,200757,Thabo Sefolosha,2006-07,15,1610612741,CHI,23.0,Forward-Guard,71,4.0,868.0,109,256,15.0,42.0,23,45,35.0,118.0,60,33.0,11.0,60.0,100,256,False
22814,200757,Thabo Sefolosha,2007-08,15,1610612741,CHI,24.0,Forward-Guard,69,22.0,1436.0,180,421,29.0,88.0,75,104,50.0,205.0,129,61.0,30.0,93.0,128,464,False
22815,200757,Thabo Sefolosha,2008-09,15,1610612741,CHI,25.0,Forward-Guard,43,14.0,735.0,79,182,15.0,50.0,21,25,26.0,97.0,65,35.0,19.0,37.0,50,194,False
22816,200757,Thabo Sefolosha,2008-09,15,1610612760,OKC,25.0,Forward-Guard,23,22.0,718.0,73,175,9.0,37.0,40,48,28.0,91.0,46,40.0,26.0,27.0,54,195,False
22817,200757,Thabo Sefolosha,2008-09,15,0,TOT,25.0,Forward-Guard,66,36.0,1453.0,152,357,24.0,87.0,61,73,54.0,188.0,111,75.0,45.0,64.0,104,389,False
